,sh600519,sh600036,sh601318,sh601166,sh600030,sh601328,sh600887,sh600000,sh601601,sh600048,sh600028,sh600309,sh601186,sh600031,sh601012,sh601628,sh601088,sh600585,sh600690,sh601888,sh600276,sh601766
2022-10-12,-0.011230400170787469,-0.014331210191082744,0.01747572815533971,0.009185548071034999,0.023001725129384587,0.0,0.006180469715698411,0.005706134094151327,0.04279959718026194,0.013415315818893214,0.004629629629629539,0.015414465883367479,0.012912482065997155,0.06539309331373988,0.04020640722425295,0.04215304798962394,0.010123378677633577,0.013953488372093092,0.006038647342995196,-0.024780477293540937,-0.024926686217008887,0.012875536480686511
2022-10-13,-0.034096590909090896,-0.034248788368336,-0.013358778625954248,-0.010922330097087318,-0.0044969083754917705,0.0,0.0,-0.007092198581560294,-0.0009657170449057784,-0.024820739106453327,-0.013824884792626668,-0.012845010615711305,-0.008498583569405027,-0.0034482758620689724,-0.028524183546920212,0.009023024268823843,-0.026933917945505814,0.010232886379675232,-0.03201280512204874,-0.004861072750372841,0.03879699248120305,-0.0021186440677966045
2022-10-14,0.022129541938481934,0.03981264637002324,0.014023210831721533,0.012883435582822234,0.02032749858836813,0.0,0.007678132678132776,0.004285714285714226,0.0053165780570323395,-0.024321266968325816,0.011682242990654235,-0.006237229809656908,0.0128571428571429,0.01453287197231834,0.08978723404255318,-0.036386062288004895,0.015127132281943956,0.0094306671323785,0.018602728400165303,0.029475437135720206,0.09988419224088019,0.00849256900212314
2022-10-17,-0.010997864883374286,-0.0019305019305019266,0.003814973772055419,0.0012113870381587066,0.006087437742114066,-0.002169197396963307,0.0060957025297163625,-0.0014224751066856944,-0.0004807692307693401,-0.00927536231884063,-0.009237875288683584,0.0030299751109188477,0.0,0.023192360163710735,-0.015033190160093635,0.015039999999999942,-0.011414077362079889,-0.00934256055363325,-0.008522727272727293,0.007926237463603991,0.041063437746775344,0.004210526315789442
2022-10-18,-0.007372708757637514,-0.007092198581560294,-0.008313539192399078,0.001814882032667775,-0.0005500550055004272,0.0,-0.007270524083610841,0.0,-0.01443001443001446,-0.017554125219426564,0.0,-0.01931168410831796,-0.0028208744710859213,-0.014666666666666717,-0.007928642220019988,-0.04476670870113486,-0.006093649775497201,-0.008732099196646859,0.013917314776913603,0.011073663938372613,-0.0022756005056888684,-0.002096436058700135
2022-10-19,-0.03390138524940933,-0.01753246753246751,-0.011497005988023834,-0.024758454106280192,-0.0038525041276830096,-0.0021739130434782483,-0.008239243210253377,-0.00712250712250706,-0.0165934602244997,0.004764740917212684,-0.006993006993007089,-0.05929592959295926,-0.005657708628005631,-0.010148849797022907,-0.018381618381618225,-0.024422442244224518,0.0016134236850597894,-0.012684989429175508,-0.05086798546628979,-0.049735449735449744,-0.011657374556512945,-0.010504201680672232
2022-10-20,-0.0027305825242718296,-0.006278916060806439,-0.030530651805185438,-0.0037151702786376584,0.0,0.0,-0.06769230769230772,0.0,-0.007444168734491274,-0.016004742145820927,0.0023474178403755097,0.013448719448017732,-0.0014224751066856944,-0.004784688995215336,-0.03969061673112162,0.008457374830852515,-0.01900773195876293,-0.007137758743754441,-0.005529561888558132,-0.00111358574610243,0.004615384615384688,0.002123142250530785
2022-10-21,-0.01186492242166104,-0.016295310941137453,-0.008997750562359408,-0.00621504039776255,0.0055248618784529135,0.0,-0.011881188118811892,-0.00717360114777621,-0.00649999999999995,0.010240963855421503,0.016393442622950838,-0.002769443803369409,0.031339031339031376,-0.004807692307692291,0.006782534972445964,-0.014760147601475926,0.012151067323481257,-0.0010783608914450848,-0.01283147989734823,-0.0213489409141584,0.020163348647268986,0.02330508474576276
2022-10-24,-0.07556650246305419,-0.05273833671399586,-0.0491803278688524,-0.04315196998123827,-0.02417582417582409,-0.0065359477124183885,-0.03473613894455585,-0.015895953757225523,-0.05385002516356319,-0.031604054859868835,-0.0023041474654377225,-0.0042814163388105175,-0.0303867403314918,-0.02346445824706689,-0.03410526315789464,-0.03711270003404832,-0.03147306943543149,-0.044980208708168434,-0.03986135181975725,-0.04881243948282732,-0.02476857643232433,-0.01449275362318847
2022-10-25,-0.01434109559842267,0.006067094932191264,0.0005305039787797394,0.0039215686274509665,-0.012950450450450512,0.0,0.00865051903114189,0.004405286343612369,-0.007978723404255428,-0.005541871921182273,-0.011547344110854452,-0.02963393375944212,0.009971509971510084,0.018374558303887012,0.06146469049694847,0.009193776520509234,-0.0006700167504188892,0.010173323285606717,-0.0036101083032491488,0.026287425149700505,-0.022062596203181073,0.006302521008403339
2022-10-26,-0.010589626626119286,-0.009223128769067057,-0.0013255567338281704,-0.00846354166666663,0.0,-0.010964912280701733,-0.0017152658662091813,-0.0029239766081871066,-0.0016085790884716733,-0.04086687306501535,-0.011682242990654124,-0.013652694610778449,-0.0014104372355430161,0.020818875780707957,0.02525667351129357,-0.009810791871058044,-0.02748910492792478,-0.0018649757553150792,-0.013134057971014412,0.009452126728513921,0.04197271773347322,0.008350730688935215
2022-10-27,-0.04308507731817923,0.0003580379520229382,-0.00026546323334231126,0.0013131976362441566,0.003993154592127901,-0.008869179600886956,-0.011683848797250818,0.0,-0.0026852846401719255,0.01355713363460298,0.011820330969267046,0.009349198640116407,0.009887005649717562,0.007477906186267758,0.008411776487081912,-0.010969568294409093,0.011030679076180494,0.010837070254110515,-0.004130335016062414,-0.02317785099127212,0.0,-0.0020703933747411307
2022-10-28,-0.029264810849393252,-0.027201145311381625,-0.024694636218799748,-0.012459016393442601,-0.021590909090909216,0.0022371364653246406,-0.1,-0.0029325513196482023,-0.03015616585891212,-0.023566878980891715,0.0,-0.011187297004691343,-0.013986013986014068,-0.031039136302294268,-0.021847070506454846,-0.02468694096601065,0.001022843504943749,-0.06469500924214422,-0.018433179723502224,-0.00917159763313613,-0.01938569989929495,-0.026970954356846488
2022-10-31,-0.007352941176470562,-0.013245033112582738,-0.015790906615845368,-0.0019920318725100694,-0.0005807200929150991,-0.006696428571428603,-0.02472952086553326,-0.02352941176470591,0.05663520266518596,-0.09980430528375728,-0.0490654205607477,-0.022384428223844344,-0.025531914893616947,-0.05988857938718661,-0.025786802030456912,-0.02421129860601612,-0.04529972752043587,-0.04031620553359683,-0.023474178403755874,-0.042340997312630524,0.03209242618741981,0.012793176972281328
2022-11-01,0.08297037037037036,0.05108128262490674,0.036237897648686124,0.02594810379241519,0.04009296920395111,0.006741573033707926,0.05150554675118868,0.015060240963855609,0.08460325801366264,-0.013768115942029091,0.00982800982800991,0.014808362369338024,0.02183406113537112,0.09999999999999987,0.06398499374739486,0.05451127819548862,0.013913663931502063,0.04077429983525538,0.03125,0.1,0.03208955223880605,0.02947368421052632
2022-11-02,0.006805699003426868,0.008158921603405478,-0.0016017084890550537,-0.004539559014267169,0.0005586592178772332,0.0022321428571427937,0.03014318010550121,-0.004451038575667643,-0.0033914728682170603,0.026451138868479163,0.0024330900243307862,0.0029429797670141866,0.0014245014245015675,0.020875420875420936,0.0099902056807053,-0.012121212121212088,0.025686136523574765,0.0003957261574991655,0.019114219114219066,0.033446712018140534,0.011810074716799068,0.008179959100204526
2022-11-03,-0.02205222968015441,-0.013019000703729855,-0.012566844919786102,-0.013680781758957594,-0.01005025125628134,-0.0044543429844099425,-0.02560351133869787,-0.007451564828613977,-0.007292173067574015,-0.022190408017179752,0.01941747572815533,-0.003545665729306813,-0.007112375533428139,0.0032981530343008103,-0.027928626842513626,0.0036088054853842255,-0.010977701543739338,-0.013449367088607556,-0.020128087831655872,0.0017004936917168756,0.002620295378751969,0.028397565922920975
2022-11-04,0.05353942341090656,0.036720142602495454,0.037367993501218555,0.019154557463672228,0.02932882120699376,0.013422818791946511,0.04091591591591581,0.019519519519519468,0.04652301665034275,0.029282576866764387,0.0071428571428571175,0.011165644171779121,0.012893982808023008,0.009861932938855844,0.045490822027134836,0.0593311758360302,0.031564342698577885,0.030473135525260542,0.03734827264239016,0.07929467170472582,-0.006889997624138888,0.0019723865877712132
2022-11-07,-0.00623776020889244,0.0027510316368639653,0.012529365700861383,0.0025923525599482744,0.0010958904109588108,-0.004415011037527727,-0.0007212405337180261,0.002945508100147265,0.009358914365933613,-0.0014224751066856944,0.009456264775413503,0.005339157869190592,0.0028288543140027045,-0.005859375,-0.005534351145038197,0.017651052274270107,0.01445864156018839,0.014007782101167265,0.01035103510351032,-0.02937744177786794,0.00454545454545463,0.0
2022-11-08,-0.014750084599000624,-0.0003429355281208135,-0.002577984016499113,-0.0012928248222366934,0.0005473453749316182,0.004434589800443645,-0.012630819198845233,-0.002936857562408135,0.0018544274455261078,-0.002849002849002802,0.0023419203747074846,-0.008207604103801946,0.0014104372355430161,-0.015062213490504295,-0.015160237958165457,0.005670446964643139,-0.00861783228372559,-0.0019186492709131198,0.0017817371937638438,0.000261369576581183,-0.0307216003810431,0.0334645669291338
2022-11-09,-0.016822908248477986,0.0010291595197255976,-0.008270871026104909,0.0025889967637540146,-0.001641137855579955,0.002207505518763808,-0.005482456140350811,0.0,-0.02452568255437304,0.02499999999999991,0.0,0.001825483753194579,-0.0028169014084505895,0.0006648936170214892,-0.026500389711613392,-0.01492537313432829,-0.016716817118020755,0.0,-0.003112494441974034,-0.011706297360856932,0.0012285012285011554,-0.01333333333333342
2022-11-10,0.01034317419001285,0.00034270047978068874,0.0023455824863174435,0.004519044544867734,0.009863013698630185,-0.0022026431718060735,0.01837559720690929,-0.0014727540500736325,0.009487666034155628,0.0027874564459930973,-0.007009345794392607,-0.008989310009718143,-0.0014124293785310327,-0.005980066445182675,-0.03202562049639712,0.011111111111111072,0.0013600816048962017,0.0011534025374855261,-0.002676181980374781,-0.0006345513193379837,-0.013742331288343568,-0.0019305019305019266
2022-11-11,0.036033898305084744,0.07022953066118531,0.04862194487779514,0.03791773778920304,0.028757460661964274,0.011037527593819041,0.02562251894622891,0.02359882005899716,0.03477443609022557,0.1,0.009411764705882453,0.06006374111301804,0.01555869872701554,0.0628342245989304,-0.00041356492969391034,0.044955044955044876,0.01358234295415972,0.03686635944700467,0.05903398926654746,0.03645695539446514,-0.0241353570539935,0.01740812379110257
2022-11-14,0.003173772208225678,0.06081946222791301,0.031490205802132465,0.032198142414860964,0.012658227848101111,0.004366812227074135,-0.002111189303307559,0.012968299711815456,0.018619436875567663,0.029058749210360002,0.0,0.025092506938020342,0.00417827298050133,-0.002515723270440362,-0.02047993380223423,0.03537284894837489,-0.041876046901172526,0.021481481481481435,0.01520270270270263,-0.042781294670206194,0.03926568077511461,-0.011406844106463754
2022-11-15,0.035877364644487875,0.004224502112251116,0.02139423076923075,0.00179964007198552,0.03125,0.0021739130434783593,0.02961918194640334,0.00426742532005675,0.01471243869817207,-0.011663597298956274,-0.002331002331002252,0.006091370558375608,0.001386962552011095,0.013240857503152625,0.013093980992608278,0.0003077870113881165,-0.00034965034965039887,0.0547498187092097,0.0045757071547420924,0.01866666666666661,-0.012757605495583801,0.0019230769230769162
2022-11-16,-0.0017317380352644962,0.0030048076923077094,-0.004471640385973252,-0.011377245508981892,-0.01868686868686875,-0.004338394793926392,0.0,-0.004249291784702458,-0.020210896309314608,-0.02795031055900632,0.004672897196261516,-0.00941809619912548,-0.006925207756232621,-0.019290603609209755,-0.027517198248905528,-0.022769230769230764,0.008744316194473578,-0.01925060158129932,-0.00703933747412,0.01675392670157061,0.006461232604373812,0.0019193857965451588
2022-11-17,-0.011512379750827972,-0.032055122828040794,0.006146572104019032,-0.007874015748031704,0.0015440041173444552,0.002178649237472685,0.00136986301369868,-0.007112375533428139,0.022869955156950672,0.0031948881789136685,0.0023255813953488857,0.0037351443123940786,-0.001394700139469962,-0.0031725888324872775,-0.0038585209003215715,0.01416876574307313,-0.020804438280166537,-0.005257623554153601,-0.0016680567139282232,-0.006230690010298523,-0.0024691358024692134,0.0
2022-11-18,8.296107211247516e-05,-0.007428040854224771,-0.009398496240601628,-0.009768009768009733,-0.015930113052415318,-0.006521739130434634,-0.004103967168262557,-0.01002865329512903,0.006137658921525624,-0.00828025477706995,-0.013921113689094988,0.0036084799278304214,-0.005586592178770999,-0.014640356460852932,0.011405207660856398,-0.0034150884818379135,0.0014164305949009304,-0.01761804087385488,0.003341687552213868,-0.011347738224778525,-0.0032178217821781097,0.003831417624521105
2022-11-21,-0.03008684665598904,-0.006236357966947326,-0.02253320683111948,-0.006781750924784169,-0.015665796344647376,0.0,-0.013049450549450614,-0.00434153400868309,-0.004793028322440107,0.004495825305073975,-0.0023529411764705577,-0.028651685393258353,-0.004213483146067398,-0.006459948320413411,0.015957446808510634,-0.022741433021806867,-0.010254596888260359,-0.012912482065997155,-0.017485428809325465,-0.03291404612159332,0.01291283834119672,-0.013358778625954248
2022-11-22,0.013138330767510142,0.018198933165986864,0.01844212569764614,0.024829298572315528,0.01644562334217503,0.013129102844638973,-0.002435629784272697,0.02034883720930236,0.02977232924693518,0.005115089514066584,0.018867924528301883,0.012145748987854255,0.05923836389280668,0.005201560468140354,-0.024921465968586354,0.04430985017532674,0.020721686316541588,0.005087209302325535,0.01313559322033897,-0.006882722740082392,-0.021328757048296065,0.04061895551257244
2022-11-23,0.0058768141822787,-0.007087827426810578,-0.004765308553728698,0.01150817686250738,0.0031315240083507057,0.006479481641468832,-0.006975933031043047,0.004273504273504258,-0.010629251700680298,0.006361323155216203,0.0185185185185186,-0.011542857142857188,0.055925432756325,0.0006468305304010435,0.022121993127147688,-0.0006105006105004973,0.02695134756737838,-0.0025307302964570066,0.0037641154328733606,-0.011405184174624883,-0.010521042084168375,0.016728624535315983
2022-11-24,-0.018728211749515777,0.0,0.0007182188173329163,-0.004790419161676551,-0.006243496357960288,-0.0021459227467810482,0.00035124692658938805,-0.0028368794326240065,-0.013321873657069161,0.006953223767383054,-0.00454545454545463,0.0003468609087755592,-0.032786885245901565,0.007110536522301203,-0.009245639840302688,-0.007330482590103937,0.0023858214042262738,0.004349401957230992,-0.007499999999999951,-0.011371163612276414,-0.003291139240506391,-0.031078610603290646
2022-11-25,0.0013289561115532589,0.024829298572315528,0.022727272727272707,0.023465703971119245,0.01308900523560208,0.015053763440860068,0.000702247191011196,0.019914651493598834,0.03876306620209058,0.05712492153170112,0.02511415525114158,0.015950069348127816,0.02346805736636237,0.020539152759948776,-0.030116648992576933,0.03446153846153832,0.028901734104046284,0.018404907975460016,0.015952980688497043,-0.0024567280848687423,0.006604013208026505,0.00943396226415083
2022-11-28,-0.007969724246226995,-0.03210175651120539,-0.03134502923976612,-0.016460905349794275,-0.017571059431524594,0.0,-0.001052631578947416,-0.013947001394700065,-0.016771488469601747,-0.030285035629453727,-0.008908685968819552,-0.01035267349260538,-0.01273885350318471,-0.03584905660377358,-0.02492893068007862,-0.00743604997025582,0.0036351619299404003,-0.027285613040396894,-0.027272727272727226,0.029105563640434484,-0.011355034065102299,-0.014953271028037451
2022-11-29,0.059024558243039094,0.09073842302878599,0.08138130886259365,0.06455469216975485,0.03840084166228275,0.008474576271186418,0.022479803301721057,0.028288543140028155,0.04221748400852876,0.09614206981016538,0.008988764044943753,0.04517760662145087,0.05161290322580658,0.056099151989563056,0.008297824624355243,0.0722205573868746,-0.003951267698386607,0.0564663023679417,0.04502973661852172,0.060426411399978175,0.022205206738131533,0.011385199240986799
2022-11-30,0.0,0.002868617326448719,0.0037963376507370583,-0.006176305446378372,0.004052684903748771,-0.008403361344537785,-0.00893163861216073,-0.00687757909215958,-0.004091653027823328,-0.06983240223463683,0.008908685968819663,-0.015618125824901075,-0.004907975460122782,-0.01729462631253864,0.018238434163700967,0.010340972610396904,0.009917355371900749,-0.014137931034482798,-0.0028455284552845184,0.012873775452633796,-0.00549313358302117,0.0056285178236397115
2022-12-01,0.019887429643527188,0.0011441647597254523,-0.0026696329254728424,-0.009604519774011222,0.007568113017154321,-0.0021186440677966045,0.03674176776429805,0.0,-0.006573541495480728,-0.004804804804804719,-0.004415011037527727,0.010614525139664766,-0.023427866831072675,0.0006285355122563896,0.0268676277850588,-0.01576763485477184,-0.022585924713584338,0.00034977264777902306,-0.0016306563391765838,0.03301600162041729,0.01606829023349232,-0.007462686567164201
2022-12-02,0.0018886436104981197,-0.01742857142857146,-0.004684363149676574,-0.0068454078722191,-0.0070105157736605195,-0.004246284501061459,-0.00568371782012711,0.0013850415512466352,-0.013647642679900707,-0.025347012673506475,-0.0022172949002217113,-0.005638474295190821,-0.0012626262626261875,-0.013819095477387022,0.020633907679217245,-0.00786958965711082,-0.015740120562625526,-0.014685314685314754,-0.019191506737443853,-0.022549019607843057,0.000741289844329085,-0.009398496240601628
2022-12-05,0.01898548240996889,0.04972375690607733,0.05961452263558953,0.028719126938541173,0.05042864346949072,0.012793176972281328,0.030262273032952258,0.017980636237897585,0.06247379454926616,0.009287925696594534,0.026666666666666616,0.014009339559706513,0.09987357774968375,0.0394904458598726,-0.033764068361817334,0.05099150141643083,0.01497107859816249,0.05748757984386099,0.03205661948376348,0.02768304914744224,-0.015308641975308568,0.04933586337760931
2022-12-06,0.013874707189621027,-0.006925207756232732,0.0033840947546530664,-0.006700167504187671,0.00336053768602973,0.00210526315789461,0.01762402088772852,0.0,0.003946329913180779,-0.012883435582822123,0.006493506493506551,0.018421052631578894,0.0011494252873565092,-0.004901960784313819,-0.010785159620362417,-0.006738544474393482,0.004022795843110938,-0.023154362416107466,0.0,0.024790162014444617,0.0,-0.018083182640144746
2022-12-07,-0.0023696682464454666,-0.014783821478382198,-0.015598650927487245,-0.01180438448566612,-0.01483253588516742,-0.0021008403361344463,0.012828736369467464,-0.0027173913043478937,-0.023191823899371022,-0.02423865755127408,-0.012903225806451757,-0.0026916451335056157,0.008036739380022695,-0.01231527093596052,0.0015263846489315114,-0.019810040705563248,-0.02370617696160271,-0.010649261422191691,-0.010084711577248884,0.020952380952381056,0.01755265797392158,-0.014732965009208066
2022-12-08,0.0017933491686461522,0.0036806342015855975,0.009635974304068373,0.009101251422070522,-0.0038853812530353915,0.006315789473684275,-0.011082963901203224,0.005449591280654031,0.006438631790744553,0.015923566878981,-0.013071895424836555,-0.002051171326784007,0.009111617312072884,0.0006234413965087171,0.01241018941868055,0.006644518272425293,-0.004787961696306353,0.006597222222222143,0.0024449877750611915,0.00046641791044765846,-0.042138984721537764,-0.005607476635513864
2022-12-09,0.025476876385579272,0.03667136812411842,0.009544008483563182,0.014656144306651742,0.006338371526084741,-0.004184100418410108,0.02433557476785131,-0.008130081300812941,0.010795681727309159,0.03134796238244508,-0.004415011037527727,0.010385114668974627,-0.010158013544018019,0.05358255451713401,-0.004301075268817289,-0.004400440044004306,0.0003436426116838476,0.043463263194204904,0.03455284552845517,-0.0059207459207459845,-0.0012863390789811247,0.007518796992481258
2022-12-12,0.005213872832369848,-0.026122448979591817,-0.030042016806722693,-0.026111111111111085,-0.019379844961240456,-0.008403361344537785,-0.007502344482650747,-0.00819672131147553,-0.049050632911392444,-0.04255319148936165,-0.006651884700665023,-0.02773019271948607,-0.03534777651083221,-0.01714961561206385,-0.01749460043196538,-0.023480662983425438,-0.02335967021642049,-0.02347107438016527,-0.02161100196463661,0.011912019884631642,0.0015455950540959051,-0.018656716417910557
2022-12-13,0.006313900932709338,0.00977926795194195,0.011479315572882953,0.0096976611523103,0.0029644268774704496,0.004237288135593209,-0.014488188976377936,0.008264462809917328,0.02079866888519133,0.01333333333333342,0.0,0.0037440810483426734,0.0,-0.0030084235860409203,-0.012969883490877243,0.0031117397454030193,0.007738304607808555,0.005416384563303955,0.00040160642570286065,-0.009408166102794602,-0.012860082304526732,0.0038022813688214363
2022-12-14,0.011925714285714317,0.021306032097398786,0.0040685224839400735,0.003389830508474745,0.011822660098522064,0.002109704641350074,0.013742409715564063,0.0,-0.00040749796251016157,-0.011904761904761973,-0.0044642857142858094,0.007131102578167736,-0.013002364066194039,0.012673506336753126,-0.006013363028953167,-0.001974055273547659,0.005933682373473026,0.0,0.0008028904054595554,0.023860765415925966,0.0015633142261592958,-0.0037878787878788955
2022-12-15,0.009102870340567115,-0.015713898672446436,-0.009810194071230516,-0.011261261261261368,-0.01314508276533588,-0.008421052631578996,-0.011349306431273631,-0.010928961748633892,-0.014268242967794609,-0.003170577045022105,-0.008968609865470878,-0.005882352941176339,-0.0011976047904190823,-0.013706793802145456,0.012323549182164495,-0.005368748233964382,-0.01526717557251911,-0.030303030303030276,-0.009626955475330878,0.003929811734600497,-0.012486992715920797,-0.005703422053231821
2022-12-16,-6.715202659224317e-05,0.020919350399119407,0.010122765453370652,0.005125284738040969,0.006906758756783482,0.01273885350318471,0.001913265306122458,0.015193370165745845,0.021918941273780135,0.01908396946564883,0.006787330316742057,0.0015340784571553634,0.00599520383693064,0.009667673716012182,-0.012173528109783005,0.012215909090909083,0.007047216349541863,0.029166666666666563,0.012555690562980892,0.00910332271279013,0.0010537407797681642,0.009560229445506607
2022-12-19,-0.007762176319485947,-0.015907252628741042,-0.024093816631129972,-0.018130311614730887,-0.02204801567858894,-0.01467505241090139,-0.0009548058561426043,-0.014965986394557707,-0.028328611898016942,-0.01560549313358306,-0.022471910112359716,-0.007330415754923436,-0.052443384982121644,-0.0191502094554159,-0.0006721935917544108,-0.01796239124333432,-0.015395381385584272,-0.03238866396761142,-0.008400000000000074,-0.016689219666215505,-0.021315789473684288,-0.030303030303030276
2022-12-20,-0.03271291596164694,-0.021369863013698698,-0.018352632728861784,-0.020196191575302835,-0.012525050100200441,-0.008510638297872353,-0.028352978655622807,-0.013812154696132617,-0.006663890045814247,-0.02409638554216864,-0.0022988505747125743,-0.01234431830706495,-0.0012578616352201255,-0.03599755948749239,0.004484304932735439,-0.006573306659045541,-0.008173418621179818,-0.019525801952580135,-0.03025413473174665,-0.022018348623853212,-0.018284485076633494,0.00390625
2022-12-21,0.013994169096209985,0.00643896976483771,0.007344758513242677,0.007656065959952718,0.0015220700152205335,0.0,0.014098360655737663,0.0070028011204483764,0.0062893081761006275,-0.0006497725795970855,0.004608294930875667,0.0026782725142282526,-0.005037783375314908,0.012025316455696267,-0.026562499999999933,0.019850402761795394,-0.00644930132568966,0.0035561877667140696,0.017470881863560717,0.008864915572232679,-0.010134209805532701,-0.0058365758754862496
2022-12-22,0.016676250718803853,0.015299026425591,0.013698630136986356,0.008766803039158555,0.006585612968591725,0.006437768240343367,-0.002586485612673717,0.006954102920723182,-0.002083333333333326,0.005201560468140354,0.0,0.01914301613800773,-0.010126582278481067,0.013758599124452875,-0.06305893143774366,0.01128349788434413,-0.007573025604038941,0.007795889440113557,0.011447260834014594,0.027662838811660206,0.013558384061981288,-0.005870841487279899
2022-12-23,0.0016968325791855143,-0.0035616438356165236,-0.005231037489102031,-0.0005793742757822518,-0.004026170105687066,-0.002132196162047073,0.008103727714748876,-0.006906077348066253,0.0008350730688935215,0.012936610608020649,-0.004587155963302836,-0.0301408758326962,-0.002557544757033292,-0.004318322023442289,-0.007831620166421915,0.014783821478382198,0.00545058139534893,-0.004922644163150469,-0.006871463217461571,0.010360115816141935,0.003276003276003303,-0.0019685039370078705
2022-12-26,-0.016341050254093714,-0.01154797910365668,-0.021472392638036908,-0.00521739130434784,-0.006063668519454168,-0.0064102564102562765,-0.017041800643086802,-0.01251738525730195,-0.0204422194409678,-0.0338441890166028,-0.00691244239631339,0.016552190068686023,-0.0012820512820512775,0.004337050805452325,0.03601381351751365,-0.02171522814733362,0.0,-0.010600706713780994,-0.013838013838013863,-0.02319437603546326,0.022040816326530654,0.0019723865877712132
2022-12-27,-0.005200739354557227,0.02002781641168294,0.020600089565606883,0.015734265734265618,0.023894255210981097,0.012903225806451424,0.019299967288191056,0.016901408450704203,0.027683134582623392,0.008592200925313875,0.013921113689095321,0.017279574656623886,0.0038510911424904926,-0.0018507094386182033,0.009285714285714342,0.03680809216071923,0.014456089627755686,0.005357142857142838,0.03549319026000819,0.0002750401100160005,-0.013045793397231109,0.0019685039370078705
2022-12-28,0.0,0.01799836378511044,0.015357612988152747,0.010327022375215211,-0.004468718967229335,0.00849256900212314,-0.007381258023106518,0.011080332409972415,0.0058019063406549165,0.007208387942332806,0.011441647597253857,0.011106271777003407,-0.008951406649616356,-0.021013597033374576,0.00967209247464007,0.0013550135501356753,0.0032062700391877197,-0.008170515097690845,-0.005978477481068056,0.0027038174235827217,0.008902077151335286,-0.003929273084479323
2022-12-29,-0.008078476630121179,-0.0026788106080900542,-0.009939498703543714,-0.009653605905735274,-0.013466334164588534,-0.008421052631578996,-0.0019398642095053154,-0.008219178082191747,-0.016481252575195615,-0.02342225113858165,-0.018099547511312264,0.0005384449709240346,-0.014193548387096855,-0.011363636363636354,-0.004205607476635453,-0.0062246278755075934,-0.020951704545454586,-0.019340974212034512,-0.010024057738572623,-0.012111517367458857,0.01951871657754012,-0.0039447731755425375
2022-12-30,0.0046538685282140335,0.0008058017727639033,0.025752946311654368,0.008600917431192512,0.0065722952477249574,0.006369426751592355,0.00421120829284094,0.005524861878453136,0.027230833682446498,0.00799467021985345,0.004608294930875667,-0.0027984070605961975,0.01178010471204205,0.008939974457215838,-0.008446738620366046,0.01089324618736387,0.0018135654697135628,0.0,-0.0093155123531794,-0.0005551700208189514,0.010490427484920017,0.011881188118811892
2023-01-03,0.0017429067747538607,0.008588298443370945,0.0031914893617019935,0.010233086981239259,-0.0005022601707684871,0.0,-0.009677419354838679,-0.006868131868131844,-0.02446982055464919,0.01916721744877714,0.00917431192660545,-0.002698327037236936,0.02069857697283295,0.0,-0.005442498816847996,-0.011314655172413701,0.014120202751629174,0.01205259313367435,-0.003679476696647588,-0.008933944359579726,-0.0023358422008825652,0.003913894324853118
2023-01-04,-0.002890156704296487,0.02847259180415107,0.029268292682926855,0.01688238604389425,0.012562814070351758,0.012658227848101111,-0.003908794788273662,0.011065006915629283,0.03302675585284276,0.03891050583657596,0.002272727272727204,0.00054112554112562,0.005069708491761693,0.015822784810126667,-0.032833690221270584,0.028065395095367762,-0.009996429846483412,0.01551786358715268,0.020106688551497776,0.004717421765530139,0.0085848074921957,0.005847953216374213
2023-01-05,0.044051918539602664,-0.0038809831824061503,0.00824232433546257,0.0011068068622024363,0.01439205955334999,0.002083333333333215,0.03139306736429037,0.00547195622435015,0.011736139214892694,0.02122347066167296,-0.0045351473922903285,0.004867495943753353,-0.0025220680958385477,0.018068535825545018,0.010332103321033292,0.005300821627352237,-0.004688063469166948,0.008528784648187626,0.034191472244569754,0.05016038305982984,0.02011864843951483,0.0
2023-01-06,0.0015380344253193012,-0.0031168831168830735,0.016554261189454467,0.0005527915975678255,-0.0014677103718200302,0.0,-0.0012682308180088642,-0.0013605442176870541,-0.006800000000000028,-0.014058679706601462,-0.002277904328018221,0.008396124865446719,-0.011378002528445008,0.009791921664626724,0.03895787679571461,-0.023727919852359558,0.0007246376811593791,0.007047216349541863,-0.002722676001555846,-0.0054448871181940195,-0.006068268015170575,-0.00387596899224818
2023-01-09,0.020750982664086814,0.010943199583115959,0.023522316043425695,-0.0011049723756907381,0.011758941695247271,0.0,0.0031746031746031633,0.0,0.002416431735803526,-0.017978921264724113,0.0,-0.006084543125533859,-0.005115089514066473,0.027272727272727337,-0.009374267635340994,0.006481231433972612,0.002896451846488013,-0.004898530440867632,-0.0031201248049922414,0.0044954822628744395,0.006105316713304276,0.001945525291829009
2023-01-10,0.007196393656311084,-0.014175257731958713,-0.0333922608524847,-0.016592920353982188,-0.010169491525423568,-0.004158004158004047,0.02879746835443031,-0.008174386920980825,-0.029329047810365605,0.0037878787878788955,-0.0022831050228310223,-0.023735366770486488,-0.006426735218509005,-0.004129793510324498,0.007097232079488869,-0.023343171451569722,-0.009386281588447565,-0.0031645569620253333,0.007433489827856077,0.02791563275434239,-0.004298356510745727,-0.003883495145631133
