rebalance_date,CSN_600519,CSN_600036,CSN_601318,CSN_601166,CSN_600030,CSN_601328,CSN_600887,CSN_600000,CSN_601601,CSN_600048,CSN_600028,CSN_600309,CSN_601186,CSN_600031,CSN_601012,CSN_601628,CSN_601088,CSN_600585,CSN_600690,CSN_601888,CSN_600276,CSN_601766,MV_600519,MV_600036,MV_601318,MV_601166,MV_600030,MV_601328,MV_600887,MV_600000,MV_601601,MV_600048,MV_600028,MV_600309,MV_601186,MV_600031,MV_601012,MV_601628,MV_601088,MV_600585,MV_600690,MV_601888,MV_600276,MV_601766,EW_600519,EW_600036,EW_601318,EW_601166,EW_600030,EW_601328,EW_600887,EW_600000,EW_601601,EW_600048,EW_600028,EW_600309,EW_601186,EW_600031,EW_601012,EW_601628,EW_601088,EW_600585,EW_600690,EW_601888,EW_600276,EW_601766
2023-04-30,0.02591543253503166,0.03075552201299227,0.03674282970882107,0.022932706710881594,0.021102539795125302,0.02622939010883648,0.025870364170862362,0.021318571931527145,0.07207333667906117,0.027825133756049118,0.11165592500740479,0.02520620275303971,0.17280779489678222,0.038058573037113234,0.04201276387222003,0.049557373982764746,0.026927503388750416,0.02638317492876553,0.03428888765034094,0.04537119386231253,0.04144664112096323,0.0755181380903546,0.0,7.964824862366753e-16,0.0,2.239780181137773e-16,0.0,1.8419764923765229e-16,3.8219494826127903e-16,0.0,0.0,0.0,0.4644801941648975,4.906946082525163e-16,0.5355198058351,0.0,2.1686801895447462e-16,0.0,0.0,4.5421512821002416e-17,4.937261191952266e-16,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2023-05-31,0.03767735384142213,0.03929346102132606,0.04205547375710242,0.039698648317224215,0.040842437877739966,0.049463643463249954,0.03755339864225478,0.03777128937129741,0.05411255978140016,0.03784498896318802,0.07718048400984695,0.038680816749959816,0.07138179021949595,0.03956738418217879,0.04197122731169297,0.04634790285422095,0.03996515759296057,0.03832680838949243,0.040662005041761144,0.046375578655103715,0.04705257346920844,0.056175016487873104,0.0,0.0,0.0,0.0,0.0,3.5763532442797905e-15,0.0,0.0,0.0,0.0,0.9999999999999949,0.0,6.938893903907193e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6150393788944876e-16,6.537685031407066e-16,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2023-06-30,0.022793038723615166,0.032240248867596966,0.05225156415646199,0.027678386838678577,0.027012264046110134,0.0649902537427966,0.02818275544732401,0.025814171961152654,0.05881554286565739,0.034436383910262595,0.08074438902986167,0.031507785900492705,0.08298466202914082,0.028990307717668803,0.04402192493022859,0.051460172914805334,0.03695878291003174,0.033687288480892544,0.0448355110912563,0.0709370232473346,0.05300438760667099,0.06665315358195979,0.0,0.0,2.462240822851449e-16,4.491256194030006e-16,1.5866208661526835e-16,0.34622150951709857,1.8626290122369367e-16,2.922886953649593e-17,3.0684030617453645e-16,6.589494120983138e-17,0.433379842397535,0.0,0.0,0.0,3.938492296217677e-16,0.0,0.0,4.0940386736665426e-16,0.0,0.0,0.22039864808536413,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2023-07-31,0.04722010946739649,0.04333345172767437,0.041368117741385886,0.033409791159321606,0.07275235884794762,0.0422664537004736,0.027238618490397864,0.029087983469363667,0.050830178984209405,0.04284163107399219,0.0447800380079604,0.0376818840331891,0.048423272898748974,0.045208992896055324,0.0474254086638826,0.04725675142846087,0.030481526812656538,0.03250838659770929,0.041618175980447716,0.10787827501395801,0.04102537376936693,0.04536321923540166,1.4875357126167844e-16,9.659416541313403e-17,0.0,0.0,0.999999999999998,9.771746105088479e-17,1.4089086581458936e-16,1.6603829086078295e-16,4.6384695218607594e-17,2.4163378066074965e-17,2.1147338812066636e-16,0.0,1.6597678698945252e-17,0.0,0.0,1.6241712993143277e-17,8.626705809522535e-17,0.0,1.0566567206550591e-15,2.33359466624317e-17,2.0059585564611608e-16,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2023-08-31,0.04662341466200435,0.041570322975156136,0.043136909224028595,0.03158737763259903,0.05328733894852665,0.03463814253503892,0.03410985239563109,0.024655465970023983,0.045356673388794094,0.05696238217109746,0.03402681144491919,0.05059106147488177,0.06533683803348699,0.042830014353066145,0.05575391308589861,0.04956555901542727,0.03531089164796858,0.0419844989873322,0.04966539480702107,0.0639399638133782,0.05126990543438756,0.04779726799933216,2.5535129566378506e-15,6.578658953848743e-17,4.210294071356198e-16,0.0,0.0,0.0,0.0,0.0,3.5212998919695253e-16,2.1496608398750475e-16,2.1851289661990294e-16,0.9999999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2023-09-30,0.03440339612688076,0.03480589013935474,0.0383758822254721,0.028886057042906525,0.08108972130178667,0.03439457914032251,0.04043936823005127,0.026329532353174673,0.06963105347372515,0.04414179754015422,0.03717736242617074,0.031229000990608435,0.06183739692782997,0.040954656218484785,0.0577998439625492,0.04655687192932876,0.0380296229639905,0.053245691586152326,0.03611437932711146,0.055084635764284955,0.045926972165946184,0.06354628816371398,1.4502666530843697e-16,7.499372853004985e-17,2.324167530296344e-16,0.0,0.5772466162802072,6.824482731706278e-17,4.211605578795508e-17,2.142055480482077e-17,0.0,0.0,2.227184319417458e-17,3.106710173933073e-17,2.382136977435241e-16,4.1816992339023725e-17,0.0,3.927371893739717e-17,1.797031117016727e-17,0.4227533837197917,0.0,0.0,6.3765352109521826e-18,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2023-10-31,0.030540468922574428,0.0315142185391271,0.030849256702181894,0.027202127942374046,0.04177681317875751,0.03548623412135059,0.033072219608297135,0.02779695501369645,0.04119362144412747,0.049419628582779006,0.047874442818467006,0.03625785038792039,0.05800119252923515,0.036674676911857274,0.06601530394376237,0.043583608691422304,0.08079150974606254,0.04056420692306613,0.030296271357877057,0.07727674340030152,0.08295092955096332,0.05086171968379932,2.673742800635041e-16,3.8577473841523626e-16,0.0,3.9948908498997125e-17,5.239708265228904e-16,0.0,4.3002629197676107e-16,2.1255324948687483e-16,2.0011825810007732e-16,9.096191398102672e-17,1.0696865419574727e-16,8.597576221912406e-17,0.0,3.594323064273731e-17,3.121444705965475e-16,0.0,0.9999999999999968,1.3475617456630377e-16,0.0,1.068433787967274e-16,0.0,1.439468923470953e-16,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2023-11-30,0.04851808292397361,0.03545118543723469,0.038383480633369556,0.029866964567710586,0.03841145120068215,0.04774724583556204,0.050725093411979505,0.03830651395877773,0.043532971878065596,0.06779488576021757,0.03967969112972463,0.03491729302848127,0.043066300627713834,0.0397820890571557,0.0534110816158436,0.04791152529416075,0.06461147236435245,0.038560999003731895,0.03762301456259358,0.06344516351080948,0.06347472148294031,0.0347787727149194,2.8574827028971314e-16,1.171434264778199e-16,1.204334804603955e-16,1.7296994241094851e-16,0.0,9.430475060838059e-17,1.170093095859202e-15,9.865541509615231e-16,0.0,0.0,3.9597488812975556e-17,3.4070474646617015e-16,2.474522047270204e-17,0.0,7.84533864917116e-17,7.976569432922302e-17,0.1227243667633226,0.0,4.1900832242415495e-16,0.0,0.8772756332366729,4.333376657116124e-16,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2023-12-31,0.05616029692793471,0.02748900090139231,0.02958270218709396,0.08847021558761001,0.03791961509468394,0.06033327311979534,0.07245404805774545,0.03245227621650758,0.037172877239480887,0.049251894577859785,0.04126626852328466,0.02716422704330059,0.03206831648106381,0.03048516478534087,0.052400337741069516,0.04565920323942547,0.08115987286763596,0.03270536794445026,0.02364057866165442,0.04339458736732113,0.0687103584506864,0.030059516984662863,7.128219007501373e-16,2.2810785827220437e-16,0.0,0.0,2.2937783817687193e-16,0.0,0.3949759853522728,5.293615211201492e-16,0.0,0.0,0.0,0.0,0.0,0.0,3.86914020614073e-16,0.0,0.318482948224128,5.979603318196025e-17,1.0950460506990846e-16,0.0,0.2865410664235968,1.3105760362408924e-16,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2024-01-31,0.03263597908222939,0.02598260021893723,0.03437450986902607,0.049184716786596465,0.030498460276604696,0.033132495739047016,0.035188906476291956,0.022654601113095724,0.044883725101458175,0.05972062600488411,0.05728092593440433,0.06054758494582231,0.06258000956241783,0.037934283998643376,0.06633689503365865,0.060016297485428624,0.06263602867216196,0.028873239601032545,0.03480442606963751,0.06634033086618871,0.057431868985682366,0.03696148817675104,0.0,5.650022695885741e-17,0.0,0.0,0.0,0.0,1.1471099360664468e-16,0.0,4.7889157110877396e-17,0.0,4.996003610813201e-16,0.0,0.0,0.0,0.0,0.0,0.9999999999999993,0.0,0.0,2.2189316644669853e-17,1.0207804955343473e-16,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2024-02-29,0.04193945527698748,0.03090128407118317,0.03097335603614078,0.044086235189275,0.040680032128623214,0.03034373407347743,0.024904927972358135,0.025643225233175526,0.03647802226408395,0.06545672141602787,0.04873908767832607,0.038007457214054734,0.05109290745842206,0.03806628817958291,0.05698160580082933,0.05547351902361806,0.06813893586876447,0.030549930298314758,0.03544384277786627,0.0557807718592506,0.07557752665430649,0.07474113352533167,0.0,9.410937697008375e-17,0.0,4.2257764421853327e-16,0.0,0.0,0.0,0.0,2.882252022611125e-17,5.423663302371193e-17,0.0,1.220817930202097e-16,7.467384397506363e-17,0.0,2.944416243378748e-16,0.0,0.5124164870999429,0.0,0.0,5.152612759249817e-17,2.8388088713629167e-18,0.487583512900056,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
2024-03-31,0.03684213324366863,0.04961461999076105,0.029102398131248666,0.0377335598569346,0.050773884191697476,0.033955144142472624,0.027724247724714567,0.029204925776794746,0.051958001237705144,0.053879036894387146,0.052138634360275785,0.043155212598371843,0.05217690668990453,0.03243306220758501,0.09041045034176368,0.044161922846432715,0.06155874425090585,0.0327381681794293,0.04009958825913619,0.050674795183974296,0.047457451406853875,0.052207112484982166,0.0,0.0,2.450619451542111e-16,5.087399135026851e-16,2.0279665859389073e-16,0.0,0.0,2.589397329620255e-16,4.948621256948707e-16,6.711719971076274e-16,8.546738536434522e-17,0.0,0.0,1.6179521830732455e-16,1.2710074878778848e-16,0.0,0.0,1.5010057363913865e-16,0.0,2.311841573463967e-16,2.425423951445987e-16,0.9999999999999967,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
